,,,,,,featureType,,,,,maxDate,minDate,,,,,,,,,,,,,,,,,,,,,
"Mckee, G., J. Becker","52.2996437, 58.2264921, 52.2996437, 58.2264921",2020-02-06T16:17:56Z,gmckee,4,"Point representing the visible remains of the hillfort at Uchkakar, derived from an OpenStreetMap Node after Zhurbin et al. 2018.",fort,"{""type"": ""Point"", ""coordinates"": [52.2996437, 58.2264921]}",uchkakar,precise,representative,1299,800,2020-02-19T14:26:18Z,/places/115395944/uchkakar,/places/115395944,58.2264921,"58.2264921,52.2996437",52.2996437,,NTETT,"ninth-ce,tenth-ce,eleventh-ce,twelfth-ce,thirteenth-ce","800.0,1299.0",OSM location of Uchkakar,58c7ea2ef31841548573efafa563a937,,,,,52,Early Modern,EUROPE,1450,1
"Becker, J.","35.9336111, 33.7322222, 35.9336111, 33.7322222",2013-05-18T14:02:40Z,jbecker,1,Location based on OpenStreetMap,fort,"{""type"": ""Point"", ""coordinates"": [35.9336111, 33.7322222]}",location-of-el-qsour,precise,representative,750,661,2013-07-21T14:06:03Z,/places/678160/location-of-el-qsour,/places/678160,33.7322222,"33.7322222,35.9336111",35.9336111,,U,ummayad,"661.0,750.0",location of El Qsour,a09194ccdc83c5266b2ad99b3f62ad5e,,,,,148,Early Modern,EUROPE,1450,1
"Elliott, T.","30.5544092, 25.7152812, 30.5546586, 25.7155204",2019-09-27T19:48:29Z,thomase,2,Location based on OpenStreetMap. Dates after Rossi.,fort,"{""type"": ""Polygon"", ""coordinates"": [[[30.5544628, 25.7152812], [30.5544092, 25.7154818], [30.5546157, 25.7155204], [30.5546586, 25.7153295], [30.5544628, 25.7152812]]]}",osm-location-of-roman-fort-at-ain-lebekha,precise,representative,640,300,2019-09-28T01:31:05Z,/places/250396454/osm-location-of-roman-fort-at-ain-lebekha,/places/250396454,25.71540392,"25.7154039154,30.5545348483",30.55453485,,L,late-antique,"300.0,640.0",OSM Location of Roman Fort at Ain Lebekha,b8ce988765db4098b72c5ad46d5375f8,,,,,179,Early Modern,EUROPE,1450,1
"Novotny, J., J. Becker","46.1758797, 35.4913372, 46.1758797, 35.4913372",2020-11-04T09:38:47Z,jnovotny,3,Location based on OpenStreetMap,fort,"{""type"": ""Point"", ""coordinates"": [46.1758797, 35.4913372]}",642644639647-62a6276316cc62e6cc-6456316cc648627646,precise,representative,1923,1300,2020-11-05T00:21:34Z,/places/858969850/642644639647-62a6276316cc62e6cc-6456316cc648627646,/places/858969850,35.4913372,"35.4913372,46.1758797",46.1758797,ANE,O,ottoman-empire-2,"1300.0,1923.0",OSM Location of Qalâ€™eh-i Marivan,5d19549bea764f03b5b25fc207d7c5cf,,,,,182,Early Modern,EUROPE,1450,1
"Becker, J., T. Elliott","1.43, 38.98, 1.43, 38.98",2013-02-13T17:46:57Z,jbecker,1,verified in Google Earth 2013.,island,"{""type"": ""Point"", ""coordinates"": [1.43, 38.98]}",location-of-ebusus-ins,precise,representative,2100,1700,2017-04-20T20:35:05Z,/places/265884/location-of-ebusus-ins,/places/265884,38.98,"38.98,1.43",1.43,,M,modern,"1700.0,2100.0",Imagery location of modern Ibiza island,52367616e5a8b71643f5f18763c9d4eb,,,,,426,Early Modern,EUROPE,1450,1
"Becker, J.","55.2601742, 26.5378137, 56.2874151, 26.9997779",2019-06-22T01:42:51Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[55.2942102, 26.5378137], [55.2934778, 26.5378885], [55.2913603, 26.5381756], [55.2897065, 26.5384765], [55.2885555, 26.5389543], [55.2831212, 26.5419955], [55.2821397, 26.5427517], [55.274537, 26.553102], [55.2738784, 26.5545723], [55.2694687, 26.5675527], [55.2686937, 26.5715307], [55.2685327, 26.5726867], [55.2601742, 26.654416], [55.2601891, 26.6545803], [55.2605105, 26.655073], [55.2616004, 26.6563202], [55.2678335, 26.662022], [55.7344291, 26.9447754], [55.7506137, 26.951896], [56.157448, 26.9997779], [56.1854077, 26.999142], [56.2091023, 26.9964195], [56.2115374, 26.9956882], [56.2172361, 26.9937454], [56.2365636, 26.9851997], [56.2720387, 26.9684166], [56.2754845, 26.966485], [56.2755456, 26.9664456], [56.278334, 26.9624813], [56.2842494, 26.953831], [56.2872739, 26.9490346], [56.2874151, 26.9487057], [56.2873971, 26.9483811], [56.2867746, 26.9452633], [56.2866115, 26.9447074], [56.2843345, 26.939002], [56.2841449, 26.9388494], [56.0774033, 26.781822], [55.9594363, 26.6984296], [55.9474673, 26.6916506], [55.9443313, 26.6900836], [55.9426173, 26.6895566], [55.9409033, 26.6890296], [55.9269023, 26.6853216], [55.2942102, 26.5378137]]]}",osm-location-of-qeshm-island,precise,representative,2100,1700,2021-02-05T13:01:02Z,/places/29691/osm-location-of-qeshm-island,/places/29691,26.78667173,"26.7866717293,55.7943160257",55.79431603,,M,modern,"1700.0,2100.0",OSM location of Qeshm (island),0627c738a63645c89aea938e6624a336,,,,,460,Early Modern,EUROPE,1450,1
"Becker, J.","56.4205931, 27.0331318, 56.5020116, 27.1027047",2019-06-22T01:17:48Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[56.4746971, 27.0331318], [56.4738578, 27.0331465], [56.4603151, 27.0335152], [56.4404768, 27.0381369], [56.4382458, 27.0387993], [56.4342396, 27.0406667], [56.4296865, 27.0430726], [56.4286646, 27.0436153], [56.427158, 27.0445426], [56.4261519, 27.0451918], [56.4259422, 27.0454274], [56.4220179, 27.0509714], [56.4205931, 27.0534787], [56.4214195, 27.0593862], [56.4215927, 27.0602564], [56.4248409, 27.0739398], [56.4255411, 27.075796], [56.4413127, 27.0954513], [56.441656, 27.0958562], [56.4526108, 27.1027047], [56.4796017, 27.0941294], [56.4809493, 27.0936785], [56.4812583, 27.0935104], [56.4817818, 27.0931589], [56.482726, 27.0924254], [56.4983729, 27.0763775], [56.5003154, 27.0721528], [56.5018947, 27.0677199], [56.5020116, 27.0665778], [56.5013195, 27.0588135], [56.4963717, 27.0437435], [56.4958429, 27.0430283], [56.4759329, 27.0335685], [56.4755455, 27.0333871], [56.4746971, 27.0331318]]]}",osm-location-of-hormuz-island,precise,representative,2100,1700,2021-01-12T10:47:02Z,/places/30251/osm-location-of-hormuz-island,/places/30251,27.06731756,"27.0673175585,56.4602023486",56.46020235,,M,modern,"1700.0,2100.0",OSM location of Hormuz Island,f123a432a1ab4bd69f4a9baad2f1f37a,,,,,466,Early Modern,EUROPE,1450,1
"Becker, J.","25.6029986, 36.8867976, 25.6048542, 36.8883738",2019-01-21T04:13:30Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[25.6040223, 36.8867976], [25.6038511, 36.8868764], [25.6035614, 36.8871445], [25.6032771, 36.8876315], [25.6032519, 36.887686], [25.6030276, 36.88823], [25.6029986, 36.8883091], [25.6033307, 36.8883609], [25.6037062, 36.8883738], [25.6041568, 36.8882879], [25.6044299, 36.88817], [25.6046772, 36.8879662], [25.6048542, 36.8874556], [25.6047347, 36.8869634], [25.6040223, 36.8867976]]]}",osm-location-of-daskalio,precise,representative,2100,1700,2019-02-01T21:20:16Z,/places/212270979/osm-location-of-daskalio,/places/212270979,36.88768094,"36.8876809383,25.6040004114",25.60400041,,M,modern,"1700.0,2100.0",OSM location of Daskalio,3ebb33a138544e81a8d4cc6697d03bd0,,,,,486,Early Modern,EUROPE,1450,1
"Becker, J.","26.1825564, 38.5025358, 26.2726682, 38.5446963",2018-02-02T02:47:42Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[26.2494939, 38.5025358], [26.2492686, 38.5025694], [26.2458246, 38.5032075], [26.205381, 38.5138998], [26.2031709, 38.5155389], [26.2029107, 38.5157561], [26.1845271, 38.5385862], [26.1830687, 38.5420478], [26.1826637, 38.5432069], [26.1825832, 38.5434838], [26.1825564, 38.5439495], [26.1826315, 38.5443313], [26.1829963, 38.5446586], [26.1833128, 38.5446963], [26.2009564, 38.5427118], [26.2093624, 38.5416418], [26.2239157, 38.5383025], [26.2243341, 38.538185], [26.2375091, 38.5339805], [26.2693111, 38.5230945], [26.2719182, 38.5220663], [26.2722816, 38.5218499], [26.2724117, 38.5217137], [26.2726682, 38.5204542], [26.2726441, 38.5199778], [26.2726156, 38.5198796], [26.2693972, 38.5104934], [26.2692256, 38.5101785], [26.2690754, 38.5099812], [26.2689171, 38.5098931], [26.2561672, 38.503325], [26.249805, 38.5025442], [26.2494939, 38.5025358]]]}",osm-location-of-ii1i1-2i-iiiiui,precise,representative,2100,1700,2018-02-02T11:43:20Z,/places/550781/osm-location-of-ii1i1-2i-iiiiui,/places/550781,38.52217078,"38.5221707836,26.228945547",26.22894555,,M,modern,"1700.0,2100.0",OSM location of ÎŸÎ¹Î½Î¿ÏÏƒÏƒÎµÏ‚ (island),712c3bd5f4b7481d85d0432f2885a3c0,,,,,487,Early Modern,EUROPE,1450,1
"Becker, J.","26.076669, 39.0745678, 26.0793992, 39.0775289",2018-12-31T20:25:37Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[26.0790038, 39.0745678], [26.077343, 39.075491], [26.077177, 39.075618], [26.0769169, 39.0758507], [26.076669, 39.076641], [26.0767292, 39.0771125], [26.0768579, 39.0773832], [26.077035, 39.0775289], [26.077648, 39.07742], [26.07916, 39.07512], [26.0793992, 39.0747279], [26.0790038, 39.0745678]]]}",osm-location-of-garbias-islet,precise,representative,2100,1700,2020-06-18T09:53:29Z,/places/550864/osm-location-of-garbias-islet,/places/550864,39.07595456,"39.0759545578,26.0779300843",26.07793008,,M,modern,"1700.0,2100.0",OSM location of Garbias islet,d413858a0e6946b09e6eacd56a3fdb65,,,,,488,Early Modern,EUROPE,1450,1
"Horne, R., J. Becker","23.30814, 35.8648, 23.30814, 35.8648",2013-04-19T15:23:14Z,rmhorne,2,"Location of NisÃ­ AntikÃ½thira, coordinates based on GeoNames and verified in Google Earth.",island,"{""type"": ""Point"", ""coordinates"": [23.30814, 35.8648]}",nisi-antikythira,precise,representative,2100,1700,2019-01-08T17:33:29Z,/places/560230/nisi-antikythira,/places/560230,35.8648,"35.8648,23.30814",23.30814,,M,modern,"1700.0,2100.0",GeoNames location of NisÃ­ AntikÃ½thira,8fc7107892d43093cf61bf463d060961,,,,,489,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","22.8910148, 36.1302411, 23.1049239, 36.3857798",2019-01-07T23:59:59Z,jbecker,1,Representative location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[23.0475549, 36.1302411], [22.9926158, 36.1323777], [22.9896307, 36.1329587], [22.9895006, 36.1330029], [22.9410366, 36.1577813], [22.9409145, 36.1578445], [22.908321, 36.1988864], [22.9077709, 36.2000044], [22.9005194, 36.2305279], [22.9003327, 36.2314188], [22.8910148, 36.3197294], [22.894679, 36.329628], [22.8953719, 36.3310242], [22.8959023, 36.3320527], [22.9075492, 36.3539604], [22.9204847, 36.375539], [22.9210038, 36.376286], [22.9211354, 36.3764629], [22.9233935, 36.3774712], [22.9499615, 36.3857193], [22.9502128, 36.3857798], [22.9505213, 36.3857483], [22.9516149, 36.3850603], [22.951699, 36.3849863], [23.1007293, 36.2496152], [23.1010791, 36.249194], [23.1012201, 36.2488884], [23.1035477, 36.2435466], [23.1036298, 36.2433214], [23.1049239, 36.236167], [23.1049233, 36.2360121], [23.0573915, 36.1471341], [23.0479339, 36.1303903], [23.0478505, 36.1302908], [23.0475549, 36.1302411]]]}",osm-location-of-kythira,precise,representative,2100,1700,2019-01-08T00:01:34Z,/places/570186/osm-location-of-kythira,/places/570186,36.24001223,"36.2400122314,22.9829428015",22.9829428,,M,modern,"1700.0,2100.0",OSM location of Kythira,72efc66c619e45f9b451d797caef8200,,,,,495,Early Modern,EUROPE,1450,1
"Becker, J., A. De Graauw, T. Elliott","23.483333, 37.516667, 23.483333, 37.516667",2013-01-30T19:19:33Z,jbecker,4,verified in Google Earth 2013.,island,"{""type"": ""Point"", ""coordinates"": [23.483333, 37.516667]}",location-of-kalaureia-ins,precise,representative,2100,1700,2018-06-07T23:05:39Z,/places/570325/location-of-kalaureia-ins,/places/570325,37.516667,"37.516667,23.483333",23.483333,,M,modern,"1700.0,2100.0",Imagery location of Kalaureia Ins.,30d60b18163d3b45686ada383b6e227e,,,,,501,Early Modern,EUROPE,1450,1
"Becker, J.","36.1838834, 23.5963623, 36.2147741, 23.6257633",2021-01-15T20:07:53Z,jbecker,1,Location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[36.1889005, 23.5963623], [36.1886725, 23.5963721], [36.1869666, 23.5966523], [36.1859433, 23.5968391], [36.1854766, 23.5969337], [36.1853358, 23.5969681], [36.1851802, 23.5970689], [36.1850663, 23.5971611], [36.1849898, 23.5972619], [36.1849335, 23.5973983], [36.1838834, 23.615797], [36.1839102, 23.6161116], [36.1860479, 23.6245457], [36.1860614, 23.6245924], [36.1865529, 23.6253726], [36.186569, 23.625391], [36.1870075, 23.6257529], [36.1870243, 23.6257633], [36.1870497, 23.6257621], [36.1957012, 23.6227641], [36.1959238, 23.6226854], [36.1967057, 23.6222775], [36.1968411, 23.6221878], [36.2139583, 23.6096548], [36.2142286, 23.6094403], [36.2142661, 23.6094059], [36.2143292, 23.609334], [36.2143479, 23.6092947], [36.2143841, 23.6092075], [36.2143989, 23.6091669], [36.2144277, 23.609068], [36.2144552, 23.608958], [36.2147489, 23.6073801], [36.2147583, 23.6073285], [36.2147741, 23.6072396], [36.2147734, 23.6072336], [36.2147675, 23.6072253], [36.2147561, 23.6072149], [36.2133649, 23.606158], [36.2132683, 23.6061027], [36.1942595, 23.5977141], [36.1890775, 23.5963918], [36.1889005, 23.5963623]]]}",osm-location-of-st-johns-island,precise,representative,2100,1700,2021-01-19T19:33:20Z,/places/789002572/osm-location-of-st-johns-island,/places/789002572,23.61062075,"23.6106207504,36.1961391774",36.19613918,,M,modern,"1700.0,2100.0",OSM location of St. John's Island,00ae4e092aa640b89dd21be3026d6f1c,,,,,530,Early Modern,EUROPE,1450,1
"Becker, J.","10.8718709, 37.105242, 10.8780749, 37.1077855",2019-09-22T13:52:11Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[10.877458, 37.105242], [10.8733375, 37.1059104], [10.8722201, 37.1061549], [10.8718709, 37.1063065], [10.8719679, 37.1067335], [10.8724219, 37.1073338], [10.8726779, 37.1075504], [10.8732289, 37.1077855], [10.8736557, 37.1077329], [10.8746683, 37.1075194], [10.8763872, 37.1066685], [10.8780749, 37.1053008], [10.877458, 37.105242]]]}",osm-location-of-zembretta-island,precise,representative,2100,1700,2019-09-25T18:11:37Z,/places/314854/osm-location-of-zembretta-island,/places/314854,37.10634574,"37.1063457432,10.874893771",10.87489377,,M,modern,"1700.0,2100.0",OSM location of Zembretta (island),5f4135fd5b174fa3ae780c3a38ba92b6,,,,,564,Early Modern,EUROPE,1450,1
"Becker, J.","43.0321024, 38.3391704, 43.039459, 38.344084",2019-12-20T16:58:28Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[43.0387336, 38.3391704], [43.036638, 38.3392566], [43.0322063, 38.3405216], [43.0321024, 38.3413772], [43.0327179, 38.3424806], [43.0331429, 38.3428312], [43.0356122, 38.3439863], [43.0359639, 38.344084], [43.0372388, 38.344084], [43.0376345, 38.3439576], [43.0379349, 38.343538], [43.0393857, 38.3397163], [43.039459, 38.3394979], [43.0393198, 38.3391761], [43.0390633, 38.3391704], [43.0387336, 38.3391704]]]}",osm-location-of-akdamar-island,precise,representative,2100,1700,2020-01-31T14:14:32Z,/places/359852689/osm-location-of-akdamar-island,/places/359852689,38.34144189,"38.3414418865,43.0359879586",43.03598796,,M,modern,"1700.0,2100.0",OSM location of Akdamar Island,196a85be90b54a88b5b7a271ec4f21f1,,,,,566,Early Modern,EUROPE,1450,1
"Becker, J., G. Moss","-2.2344302, 49.7011938, -2.159079, 49.7327838",2018-02-13T13:41:00Z,"jbecker, gmoss",3,Location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[-2.220223, 49.7011938], [-2.2281829, 49.7012924], [-2.2322125, 49.7019849], [-2.232578, 49.7021724], [-2.2337378, 49.7037128], [-2.2339905, 49.7041645], [-2.234353, 49.706003], [-2.2344302, 49.7094743], [-2.2341247, 49.7097825], [-2.2210023, 49.7202815], [-2.2208425, 49.7203986], [-2.2203037, 49.7206268], [-2.2199318, 49.7207686], [-2.1945513, 49.7304167], [-2.1769999, 49.7327838], [-2.1595151, 49.7294792], [-2.1593221, 49.7292753], [-2.1590858, 49.7278038], [-2.159079, 49.7275291], [-2.159645, 49.72641], [-2.1615106, 49.7243946], [-2.175265, 49.71473], [-2.175464, 49.714603], [-2.1765399, 49.7140409], [-2.1914481, 49.7070524], [-2.1922809, 49.7067334], [-2.2115606, 49.7018149], [-2.2134369, 49.7013727], [-2.2137535, 49.7013455], [-2.220223, 49.7011938]]]}",osm-location-of-alderney,precise,representative,2100,1700,2018-02-13T13:48:27Z,/places/69557/osm-location-of-alderney,/places/69557,49.71744461,"49.7174446097,-2.1985218067",-2.198521807,,M,modern,"1700.0,2100.0",OSM location of Alderney,ff86176e4ff748dbacff8841e9c3184f,,,,,568,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","-5.0956, 48.4581, -5.0956, 48.4581",2013-04-18T20:04:23Z,jbecker,2,Representative location based on GeoHack.,island,"{""type"": ""Point"", ""coordinates"": [-5.0956, 48.4581]}",location-of-uxantis-ins,precise,representative,2100,1700,2017-09-14T14:57:23Z,/places/69579/location-of-uxantis-ins,/places/69579,48.4581,"48.4581,-5.0956",-5.0956,,M,modern,"1700.0,2100.0",GeoHack location of Ushant,72a87b4843f84b577cbf499cd9130745,,,,,574,Early Modern,EUROPE,1450,1
"Becker, J.","34.600971, 35.7037934, 34.6061685, 35.7091079",2020-07-29T23:58:47Z,jbecker,1,Location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[34.6010347, 35.7037934], [34.600971, 35.7040722], [34.6017587, 35.7066997], [34.6048696, 35.7088522], [34.6058288, 35.7091079], [34.6061685, 35.7090849], [34.6060482, 35.7087774], [34.605927, 35.7085651], [34.6037032, 35.7055753], [34.6035758, 35.7054057], [34.6032431, 35.7049775], [34.6027229, 35.7045119], [34.6021672, 35.7041096], [34.6015833, 35.7038998], [34.601286, 35.7038394], [34.6010347, 35.7037934]]]}",osm-location,precise,representative,2100,1700,2020-07-30T23:13:49Z,/places/707536/osm-location,/places/707536,35.70660645,"35.7066064476,34.6034155096",34.60341551,,M,modern,"1700.0,2100.0",OSM location,64d722d4fb89471bb91a564e6d2812bc,,,,,647,Early Modern,EUROPE,1450,1
"Becker, J.","23.2747054, 32.2223445, 23.2880471, 32.2374734",2018-12-31T19:10:37Z,jbecker,1,Location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[23.2865205, 32.2223445], [23.2862683, 32.2224156], [23.2860162, 32.2226013], [23.2827332, 32.2250468], [23.2803982, 32.2269747], [23.2782593, 32.228867], [23.2775028, 32.2297795], [23.2769657, 32.2304827], [23.2766155, 32.2309449], [23.2763166, 32.2313478], [23.2760551, 32.2318337], [23.2748175, 32.2358037], [23.2747054, 32.2364555], [23.2747148, 32.2366846], [23.2747896, 32.2369244], [23.2749904, 32.2371495], [23.2752706, 32.2372996], [23.2756302, 32.23743], [23.2760318, 32.2374734], [23.2765735, 32.2374537], [23.277176, 32.2374023], [23.2777877, 32.237347], [23.2784976, 32.237272], [23.2791234, 32.2372048], [23.2801181, 32.2370705], [23.2808139, 32.2369402], [23.2840502, 32.236241], [23.2846713, 32.2360277], [23.2853905, 32.2356682], [23.286035, 32.2352456], [23.286558, 32.2348031], [23.286983, 32.2343133], [23.2873052, 32.2337208], [23.2874587, 32.2332254], [23.2880331, 32.2290854], [23.2880471, 32.2286548], [23.2879584, 32.2281728], [23.2868007, 32.2225974], [23.2866746, 32.2224709], [23.2865205, 32.2223445]]]}",osm-location-of-island-coastline,precise,representative,2100,1700,2019-02-26T12:29:21Z,/places/716560/osm-location-of-island-coastline,/places/716560,32.23090537,"32.230905366,23.2821057666",23.28210577,,M,modern,"1700.0,2100.0",OSM location of island coastline,643d1126eb5e4734b216f55dada6ddb0,,,,,728,Early Modern,EUROPE,1450,1
"Becker, J., A. De Graauw, T. Elliott","24.333333, 37.616667, 24.333333, 37.616667",2013-02-06T20:12:10Z,jbecker,3,verified in Google Earth 2013.,island,"{""type"": ""Point"", ""coordinates"": [24.333333, 37.616667]}",location-of-keos-ins,precise,representative,2100,1700,2018-06-08T00:44:59Z,/places/570348/location-of-keos-ins,/places/570348,37.616667,"37.616667,24.333333",24.333333,,M,modern,"1700.0,2100.0",Imagery location of Keos Ins.,f8e896f3f217f55bd0fb8100984f23e1,,,,,730,Early Modern,EUROPE,1450,1
